PublishedDate|Language|Alert_definition|PT|Title|Content|Id|LinkURI
2023-10-09T03:56:17Z|en|flood|all|Chathurat district is still monitoring the <b>flood</b> situation... - Electric City Magazine|Water entered the village and <b>flooded</b> the roads. 20-30 cm, the water level has increased since yesterday. Small and large cars can travel. Regarding&nbsp;...|tag:google.com,2013:googlealerts/feed:18153233791125606586|https://www.electriccitymagazine.ca/chathurat-district-is-still-monitoring-the-flood-situation/
2023-10-09T01:53:22Z|en|flood|all|Remnants of Typhoon Koinu bring <b>floods</b> to Hong Kong - Nasdaq|Torrential rain early in September led to widespread <b>flooding</b> across the city, submerging streets, shopping malls and metro stations after typhoon&nbsp;...|tag:google.com,2013:googlealerts/feed:16759339529352613353|https://www.nasdaq.com/articles/remnants-of-typhoon-koinu-bring-floods-to-hong-kong
2023-10-09T01:34:53Z|en|flood|all|"Narrow escape for 12 after bus falls 50ft into gorge in Varandha Ghat | Pune News"|... <b>Floods</b>Election Dates 2023India Canada RowRajasthan New DistrictsMahadev Betting App Case<b>Flood</b> in SikkimPutinNewsclick FounderIndia US NewsICC ODI&nbsp;...|tag:google.com,2013:googlealerts/feed:2384393103631149670|https://m.timesofindia.com/city/pune/narrow-escape-for-12-after-bus-falls-50ft-into-gorge-in-varandha-ghat/articleshow/104268933.cms
2023-10-09T00:48:12Z|en|flood|all|Dunhill Links spills into Monday due to wet weather as Matt Fitzpatrick tries to deliver his ...|A view of the <b>flooded</b> first hole fairway in front of The Royal and Ancient ... <b>flooding</b> on the tournament courses left organizers scrambling. The&nbsp;...|tag:google.com,2013:googlealerts/feed:11697685518576924294|https://www.golfdigest.com/story/dunhill-links-championship-spills-into-monday-wet-weather-forces-delays
2023-10-08T23:55:43Z|en|flood|all|Canadian municipalities looking to become &#39;spongier&#39; to catch and absorb rainwater, build ...|... <b>flooding</b> and contamination of rivers. ... On July 13, Montreal received a month&#39;s worth of rain in less than two hours, causing some 85 millimetres of&nbsp;...|tag:google.com,2013:googlealerts/feed:6948794252828231474|https://www.theglobeandmail.com/canada/article-canadian-municipalities-looking-to-become-spongier-to-catch-and-absorb/
2023-10-08T23:48:30Z|en|flood|all|Two months of fire and <b>flood</b>: Greece&#39;s climate disasters, visualized - MSN|Wildfires and record rainfall devastated the country this summer, first scorching entire forests then <b>flooding</b> complete towns. Here&#39;s a look at two&nbsp;...|tag:google.com,2013:googlealerts/feed:1142352047335656321|https://www.msn.com/en-ca/news/world/two-months-of-fire-and-flood-greece-s-climate-disasters-visualized/ar-AA1hSdU4
2023-10-08T23:36:02Z|en|flood|all|FEMA Urges Residents of Guam, Mariana Islands to Prepare Ahead of Tropical Storm Bolaven|Don&#39;t drive through <b>flood</b> waters: Almost half of all flash <b>flood</b> deaths happen in vehicles. When in your car, look out for <b>flooding</b> in low lying&nbsp;...|tag:google.com,2013:googlealerts/feed:2092267995022490267|https://www.fema.gov/press-release/20231008/fema-urges-residents-guam-mariana-islands-prepare-ahead-tropical-storm
2023-10-08T22:01:15Z|en|flood|all|New rain warning issued for Scotland after <b>flooding</b> turns railways into canals - MSN|&#39;This may bring further impacts from <b>flooding</b>, including the disruption of travel, given the recent wet conditions.&#39;|tag:google.com,2013:googlealerts/feed:6187816187123642663|https://www.msn.com/en-ca/weather/topstories/new-rain-warning-issued-for-scotland-after-flooding-turns-railways-into-canals/ar-AA1hSlZd
2023-10-08T20:00:47Z|en|flood|all|<b>Flood</b> mitigation work removes gravel bar sediment - Chemainus Valley Courier|<b>Flood</b> mitigation work removes gravel bar sediment ... North Cowichan council met for 5 1/2 hours during its regular meeting and public hearing on Sept.|tag:google.com,2013:googlealerts/feed:13252635921738808668|https://www.chemainusvalleycourier.ca/local-news/flood-mitigation-work-removes-gravel-bar-sediment-5559204
2023-10-08T19:58:36Z|en|flood|all|Conservation Authority Urges Caution around Watercourses (<b>flood</b> bulletin, October 8-10, 2023)|Based on the current weather outlook and streamflow forecasts, major <b>flooding</b> is not anticipated. With family gatherings and outdoor activities over&nbsp;...|tag:google.com,2013:googlealerts/feed:9640144065249745311|https://thamesriver.on.ca/conservation-authority-urges-caution-around-watercourses-flood-bulletin-october-8-10-2023/
2023-10-08T19:18:45Z|en|flood|all|Attack on Israel &#39;a complete act of terrorism,&#39; says Jewish activist - Sault Ste. Marie News|Alex <b>Flood</b> about 19 hours ago. Share by Email &middot; Share on ... About the Author: Alex <b>Flood</b>. Alex is a recent graduate from the College&nbsp;...|tag:google.com,2013:googlealerts/feed:12401106373623318617|https://www.sootoday.com/local-news/attack-on-israel-a-complete-act-of-terrorism-says-jewish-activist-7657664
2023-10-08T19:05:31Z|en|flood|all|Brazil&#39;s Amazon Region Faces Devastating Drought - VOA|Areas that were historically <b>flooded</b> on the banks of the main rivers of the Amazon are. 1 Areas that were historically <b>flooded</b> on the banks of the&nbsp;...|tag:google.com,2013:googlealerts/feed:17156058746432870544|https://www.voanews.com/a/brazil-s-amazon-region-faces-devastating-drought/7298740.html
2023-10-08T18:35:55Z|en|flood|all|"Weekend downpour leaves major <b>flooding</b>, sinkholes in central Quebec | CBC News"|The heavy rain that drenched much of Quebec on Saturday left <b>flooded</b> rivers and blocked roads in its wake Sunday in several parts of the province.|tag:google.com,2013:googlealerts/feed:15156511113877458197|https://www.cbc.ca/news/canada/montreal/major-flooding-quebec-heavy-rain-1.6990527
2023-10-08T17:26:31Z|en|flood|all|Indian <b>Flood</b> Toll up to 77 as Waters Recede - VOA|A man walks past construction vehicles covered in debris caused by flash <b>floods</b> after a lake burst in Rangpo, Sikkim state, India, Oct. 8, 2023.|tag:google.com,2013:googlealerts/feed:10736027212212330117|https://www.voanews.com/a/indian-flood-toll-up-to-77-as-waters-recede/7301638.html
2023-10-08T17:15:27Z|en|flood|all|Afghan earthquakes kill 2445, Taliban say, as deaths mount - Today Online|Beds were set up outside the main hospital in Herat to receive a <b>flood</b> of victims, photos on social media showed. Food, drinking water, medicine&nbsp;...|tag:google.com,2013:googlealerts/feed:4069032073009121232|https://www.todayonline.com/world/afghan-earthquakes-kill-2445-taliban-say-deaths-mount-2276366
2023-10-09T01:06:28Z|fr|inondation|all|<b>Inondations</b> incessantes: des résidents d&#39;un immeuble à condos poursuivent la Ville de Montréal|<b>Inondations</b> incessantes: des ... Les copropriétaires ont déjà payé 750 000$ pour les réparations et ont investi dans du matériel anti-<b>inondation</b>.|tag:google.com,2013:googlealerts/feed:9114736550678319014|https://www.iheartradio.ca/energie/energie-montreal/nouvelles/inondations-incessantes-des-residents-d-un-immeuble-a-condos-poursuivent-la-ville-de-montreal-1.20347908
2023-10-08T23:27:09Z|fr|inondation|all|"[EN IMAGES] <b>Inondations</b> dans Charlevoix : le camping Le Genévrier y goûte encore | JDM"|Même si Québec leur avait promis une aide financière, les propriétaires n&#39;ont toujours pas vu la couleur de leur argent. [EN IMAGES] <b>Inondations</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:2447862128698532085|https://www.journaldemontreal.com/2023/10/08/inondations-dans-charlevoix--le-camping-le-genevrier-y-goute-encore
2023-10-08T23:00:49Z|fr|inondation|all|<b>Inondations</b> au Bas-Saguenay : la rivière Petit-Saguenay se calme - Le Quotidien|Les fortes pluies qui s&#39;abattent sur la région dimanche ont eu raison du réseau routier à plusieurs endroits au Bas-Saguenay.|tag:google.com,2013:googlealerts/feed:9902563620819908585|https://www.lequotidien.com/actualites/2023/10/08/pluies-diluviennes-la-170-fermee-dans-le-bas-saguenay-2WTWX3TFEFDDBL2JDU6DTNMWZM/
2023-10-08T22:09:32Z|fr|inondation|all|"VIDÉO - <b>Inondation</b> : Coincé sur le toit de son véhicule | Le Reflet"|Les pompiers ont utilisé leur bateau pneumatique, qui sert normalement pour les sauvetages sur glace, afin de sortir le citoyen de sa fâcheuse&nbsp;...|tag:google.com,2013:googlealerts/feed:4864274534475564841|https://www.lereflet.qc.ca/video-inondation-coince-sur-le-toit-de-son-vehicule/
2023-10-08T19:47:54Z|fr|inondation|all|<b>Inondations</b> dans Charlevoix - Le Soleil|Les pluies abondantes ont à nouveau provoqué des <b>inondations</b> dans la région de Charlevoix. Pour le camping Le Genévrier, à Baie-Saint-Paul,&nbsp;...|tag:google.com,2013:googlealerts/feed:632728889233676800|https://www.lesoleil.com/actualites/2023/10/08/inondations-majeures-dans-charlevoix-DJIT5IB67JGWRODABB6LOLIKWI/
2023-10-08T17:28:42Z|fr|inondation|all|Encore des <b>inondations</b> dans Charlevoix: la région a reçu plus de 135 mm de pluie depuis ...|... <b>inondation</b> majeure». Le camping le Genévrier situé à proximité de la rivière des Mares à Baie-Saint-Paul n&#39;a pas été épargné. Une section condamnée&nbsp;...|tag:google.com,2013:googlealerts/feed:13205474176012887682|https://www.journaldequebec.com/2023/10/08/encore-des-inondations-dans-charlevoix-la-region-a-recu-plus-de-135-mm-de-pluie-depuis-le-debut-du-week-end
2023-10-08T17:21:04Z|fr|inondation|all|<b>Inondations</b> majeures dans Charlevoix : le camping le Genévrier de nouveau inondé|À 10h45 dimanche, la rivière du Gouffre était en <b>inondation</b> majeure. Photo : Radio-Canada / Philippe L&#39;Heureux. Le Ministère de l&#39;Environnement, de la&nbsp;...|tag:google.com,2013:googlealerts/feed:10719335783161353191|https://ici.radio-canada.ca/nouvelle/2016147/inondations-rivieres-charlevoix-genevrier
2023-10-08T16:29:59Z|fr|inondation|all|Crue des eaux en Mauricie: «On va aller déclarer les mesures d&#39;urgence» - Le Nouvelliste|Routes inondées, <b>inondations</b> de certaines résidences, fermetures de routes, la situation est «préoccupante», mais sous surveillance,&nbsp;...|tag:google.com,2013:googlealerts/feed:15606575519678695232|https://www.lenouvelliste.ca/actualites/actualites-locales/2023/10/08/crue-des-eaux-automnale-situation-critique-en-mauricie-WQRLQZXVTNDABALH76KFYHKHYE/
2023-10-08T16:25:37Z|fr|inondation|all|Charlevoix : de mauvais souvenirs en rappel; mais la pluie cesse - Le Charlevoisien|Le Genévrier écope encore, avec des débits similaires aux <b>inondations</b> du 1<sup>er</sup> mai dernier, mesurées dans la rivière des Mares. « Au delà des&nbsp;...|tag:google.com,2013:googlealerts/feed:16769844576104721940|https://www.lecharlevoisien.com/2023/10/08/charlevoix-de-mauvais-souvenirs-en-rappel-le-genevrier-y-goutte-encore/
2023-10-08T15:57:27Z|fr|inondation|all|<b>Inondation</b>/glissement de terrain à Saint-Ours et panne de courant à Tracy|... <b>inondation</b> de trois maisons, au cœur du village et un glissement de terrain en bordure de la rivière Richelieu. Le maire de la ville de Saint-Ours&nbsp;...|tag:google.com,2013:googlealerts/feed:13392713665702847377|https://www.soreltracy.com/inondation-glissement-de-terrain-a-saint-ours-et-panne-de-courant-a-tracy/
2023-10-08T14:55:03Z|fr|inondation|all|Comment les villes doivent-elles se préparer aux pluies abondantes? - 98.5 Montréal|... <b>inondation</b> de certains secteurs? C&#39;est la question sur laquelle se penche Philippe Gachon, professeur et titulaire de la Chaire de recherche de l&nbsp;...|tag:google.com,2013:googlealerts/feed:13163137637678250951|https://www.985fm.ca/audio/583238/comment-les-villes-doivent-elles-se-preparer-aux-pluies-abondantes
2023-10-08T13:45:42Z|fr|inondation|all|"Inde | Au moins 77 morts à la suite du débordement d&#39;un lac dans l&#39;Himalaya - LaPresse.ca"|Le ministère indien de la Défense a déclaré samedi dans un communiqué que les <b>inondations</b> avaient emporté « des armes à feu et des explosifs » stockés&nbsp;...|tag:google.com,2013:googlealerts/feed:15475221381506298045|https://www.lapresse.ca/international/asie-et-oceanie/2023-10-08/inde/au-moins-77-morts-a-la-suite-du-debordement-d-un-lac-dans-l-himalaya.php
2023-10-08T11:03:54Z|fr|inondation|all|Autoroute 30 et route 116 dans l&#39;eau - Les Versants|L&#39;autoroute 30 et la route 116 dans le secteur des Promenades St-Bruno sont à éviter.Les fortes pluies depuis hier ont causé de grosses&nbsp;...|tag:google.com,2013:googlealerts/feed:6776166468156902504|https://www.versants.com/actualite/autoroute-30-et-route-116-dans-leau/
2023-10-08T09:56:32Z|en|ice jam|all|Denver Barkey sparks London Knights to 4-1 win over Guelph|The game went through a delay in the first intermission when a <b>jammed</b> door prevented the <b>ice</b> resurfacing machines from getting out to flood the <b>ice</b>.|tag:google.com,2013:googlealerts/feed:9987956786389514315|https://fm96.com/news/10011838/denver-barkey-london-knights-win-oct-7/
2023-10-10T03:34:50Z|en|flood|all|Huntsville&#39;s General Committee sets aside $15000 toward an Integrated Watershed ...|He said the Muskoka Watershed Council (MWC) has been actively promoting integrated watershed management “as the most promising response to deal with&nbsp;...|tag:google.com,2013:googlealerts/feed:2329947557508448557|https://doppleronline.ca/huntsville/huntsvilles-general-committee-sets-aside-15000-for-an-integrated-watershed-management-plan/
2023-10-10T02:37:58Z|en|flood|all|Mexico bracing for one-two punch from Tropical Storms Lidia and Max - Jamaica Gleaner|Max strengthened to tropical storm status and was expected to hit land later Monday east of the resort town of Zihuatanejo with winds of about 60 mph&nbsp;...|tag:google.com,2013:googlealerts/feed:16734120337569057176|https://jamaica-gleaner.com/article/world-news/20231009/mexico-bracing-one-two-punch-tropical-storms-lidia-and-max
2023-10-10T00:05:05Z|en|flood|all|Sikkim: Deadly Indian glacial lake flash <b>flood</b> exposes lack of warning system|After deadly flash <b>floods</b> in Sikkim, experts question why an early warning system was not in place.|tag:google.com,2013:googlealerts/feed:16530713034722251479|https://ca.news.yahoo.com/sikkim-deadly-indian-glacial-lake-235326660.html
2023-10-09T23:51:42Z|en|flood|all|Singapore Is Fighting Rising Seas to Save $50 Billion in Real Estate - BNN Bloomberg|This is something that we take very seriously.” Roughly one-third of Singapore is less than 16 feet above sea level, low enough for <b>flooding</b> to cause&nbsp;...|tag:google.com,2013:googlealerts/feed:11574928162763447196|https://www.bnnbloomberg.ca/singapore-is-fighting-rising-seas-to-save-50-billion-in-real-estate-1.1982328
2023-10-09T23:50:04Z|en|flood|all|"Tanya Vanpraseuth | Art on Demand 9.3 - Galleries West"|Tanya Vanpraseuth grew up in the Fraser Valley, appreciating the surrounding landscapes with her immigrant parents, who fostered in her the same&nbsp;...|tag:google.com,2013:googlealerts/feed:4983657917913936795|https://www.gallerieswest.ca/events/tanya-vanpraseuth-%257C-art-on-demand-9-3/
2023-10-09T23:44:14Z|en|flood|all|Solidigm P41 deals: $35 @ 1TB, $65 @ 2TB, P44 Pro @ $50-1TB - HardForum|1TB for $35: https://www.newegg.com/solidigm-1tb-p41-plus/p/N82E16820329021 https://www.amazon.com/gp/product/B0B983Y4QD/ 2TB for $65...|tag:google.com,2013:googlealerts/feed:6154890033952732384|https://hardforum.com/threads/solidigm-p41-deals-35-1tb-65-2tb-p44-pro-50-1tb.2030973/
2023-10-09T21:51:52Z|en|flood|all|Hoping for a recession to decrease housing prices is like wishing for a <b>flood</b> to water your garden|Housing sales data from the Toronto region suggests markets will likely favour buyers given the sudden increase in listings — some are even&nbsp;...|tag:google.com,2013:googlealerts/feed:6110050780385969604|https://ca.finance.yahoo.com/news/hoping-recession-decrease-housing-prices-150051022.html
2023-10-09T20:57:57Z|en|flood|all|260 killed in Hamas attacks on a music festival. The woman was raped.|Israeli Khan TV station The report, which is based on interviews with volunteers and rescue teams, said that more than 260 bodies were found at a&nbsp;...|tag:google.com,2013:googlealerts/feed:2339470758816385374|https://www.electriccitymagazine.ca/260-killed-in-hamas-attacks-on-a-music-festival-the-woman-was-raped/
2023-10-09T19:47:22Z|en|flood|all|Weekend downpour leaves major <b>flooding</b>, sinkholes in central Quebec - The Weather Network|Some 135 mm of rain has fallen in Baie-Saint-Paul, Que., in the Charlevoix region.|tag:google.com,2013:googlealerts/feed:6867421790816280986|https://www.theweathernetwork.com/en/news/weather/severe/weekend-downpour-leaves-major-flooding-sinkholes-in-central-quebec
2023-10-09T18:42:37Z|en|flood|all|Heavy <b>flooding</b> in southern Myanmar displaces more than 14000 people - the Fernie Free Press|<b>Flooding</b> triggered by heavy monsoon rains in Myanmar&#39;s southern areas has displaced more than 14,000 people and disrupted traffic on the rail&nbsp;...|tag:google.com,2013:googlealerts/feed:2868001958634770912|https://www.thefreepress.ca/world-news/heavy-flooding-in-southern-myanmar-displaces-more-than-14000-people/
2023-10-09T18:41:37Z|en|flood|all|Canadian municipalities want to become &#39;spongier&#39; to build climate resilience|From green roofs in Toronto to Vancouver&#39;s rain city strategy, Canadian cities are looking to become “sponges” in order to help mitigate some of&nbsp;...|tag:google.com,2013:googlealerts/feed:7410201397255879598|https://www.chemainusvalleycourier.ca/national-news/canadian-municipalities-want-to-become-spongier-to-build-climate-resilience-5559327
2023-10-09T18:30:40Z|en|flood|all|Search for suspect underway following shooting in Batchawana Bay - Sault Ste. Marie News|... <b>Flood</b>/SooToday. Listen to this article. 00:00:53. A search is underway for an adult male in Batchawana Bay who shot an individual on Superior Street&nbsp;...|tag:google.com,2013:googlealerts/feed:13574463249818792720|https://www.sootoday.com/city-police-beat/search-for-suspect-underway-following-shooting-in-batchawana-bay-7659746
2023-10-09T18:25:59Z|en|flood|all|Glacial lake outburst <b>floods</b> in Alaska and the Himalayas show evolving hazards in a warming world|Small ones have been producing larger <b>floods</b> in recent years. The Conversation. Read complete article. © The Conversation - Monday, October 9, 2023.|tag:google.com,2013:googlealerts/feed:8326351476845479423|https://www.tolerance.ca/ArticleExt.aspx%3FID%3D541208%26L%3Den
2023-10-09T16:06:31Z|en|flood|all|Storms and <b>floods</b> are among the top risks for East Ferris residents - North Bay Nugget|East Ferris&#39; Fire Chief, Steph Amyotte, completed the Community Risk Assessment highlighting several risks within the community.|tag:google.com,2013:googlealerts/feed:2774408891525185373|https://www.nugget.ca/news/storms-and-floods-are-among-the-top-risks-for-east-ferris-residents
2023-10-09T15:04:32Z|en|flood|all|"A recession would be overkill for restoring housing affordability | The Kingston Whig Standard"|Hoping for a recession to decrease housing prices is like wishing for a <b>flood</b> to water your garden. Read more.|tag:google.com,2013:googlealerts/feed:9807103455938734249|https://www.thewhig.com/real-estate/recession-overkill-restore-housing-affordability-toronto
2023-10-09T15:03:59Z|en|flood|all|Rainfall warning in effect for Orillia|Visit Ontario.ca/<b>floods</b> for the latest details. Localized <b>flooding</b> in low-lying areas is possible. If visibility is reduced while driving, slow&nbsp;...|tag:google.com,2013:googlealerts/feed:13565317039360269550|https://www.orilliamatters.com/local-news/rainfall-warning-in-effect-for-orillia-7657690
2023-10-09T14:03:29Z|en|flood|all|Online &#39;risk maps&#39; offer early warning signs of climate change&#39;s effects on coastal communities - CBC|&quot;It&#39;s at <b>flood</b> risk. And I&#39;m looking at annual <b>flood</b> risk, a storm expected roughly once a year. I can see where it is expected to reach inland&nbsp;...|tag:google.com,2013:googlealerts/feed:10920478928970496556|https://www.cbc.ca/news/canada/newfoundland-labrador/online-risk-maps-offer-early-warning-signs-of-climate-change-s-effects-on-coastal-communities-1.6979802
2023-10-09T14:03:04Z|en|flood|all|Death toll from <b>floods</b> in Cameroon&#39;s capital reaches 27 as search for missing continues|YAOUNDE, Cameroon (AP) — At least 27 people were killed and more than 50 were injured in <b>floods</b> set off by heavy rains in Cameroon&#39;s capital,&nbsp;...|tag:google.com,2013:googlealerts/feed:7265874590742659731|https://www.therecord.com/news/world/africa/death-toll-from-floods-in-cameroons-capital-reaches-27-as-search-for-missing-continues/article_daf0068d-43ed-5cfe-9082-1d877a3b06bd.html
2023-10-09T14:00:59Z|en|flood|all|Death toll from flash <b>floods</b> in Indian Himalayas climbs to 74, rescue gathers pace|The death toll from flash <b>floods</b> unleashed by a glacial lake bursting its banks in India&#39;s Himalayas climbed to 74 on Monday with 101 people still&nbsp;...|tag:google.com,2013:googlealerts/feed:12477502877699462944|https://www.theglobeandmail.com/world/article-death-toll-from-flash-floods-in-indian-himalayas-climbs-to-74-rescue/
2023-10-09T13:13:12Z|en|flood|all|Rainfall warning issued for Barrie, Collingwood, Orillia - Simcoe.com|There is a possibly of <b>flooding</b> to occur in low lying areas and drivers should expect reduced visibility when out on the roads. The <b>flood</b> status for&nbsp;...|tag:google.com,2013:googlealerts/feed:15856887789744183156|https://www.simcoe.com/news/rainfall-warning-issued-for-barrie-collingwood-orillia/article_24f34047-09bc-5703-ada5-27c6c1d91e28.html
2023-10-09T19:47:26Z|fr|inondation|all|"Le niveau de la rivière Petit-Saguenay à la baisse | Radio-Canada.ca"|... le seuil d&#39;<b>inondation</b> mineure à 17 h après quelques heures pendant lesquelles il a été au seuil d&#39;<b>inondation</b> moyenne, au cours de l&#39;après-midi.|tag:google.com,2013:googlealerts/feed:3689544515560755034|https://ici.radio-canada.ca/nouvelle/2016228/village-vacances-symposium-route-170
2023-10-09T19:43:47Z|fr|inondation|all|Pluies diluviennes: une cinquantaine de personnes isolées - TVA Nouvelles|Les fortes pluies des dernières heures ont causé des problèmes majeurs en Mauricie lundi. • À lire aussi: [EN IMAGES] <b>Inondations</b> dans Charlevoix&nbsp;...|tag:google.com,2013:googlealerts/feed:4831252280618193925|https://www.tvanouvelles.ca/2023/10/09/pluies-diluviennes-une-cinquantaine-de-personnes-isolees
2023-10-09T16:52:14Z|fr|inondation|all|<b>Inondations</b> en Mauricie : une évacuation par bateau est envisagée pour 50 résidents|<b>Inondations</b> : plus de 135 millimètres de pluie s&#39;abattent sur Charlevoix. Un pont du Chemin Doucet s&#39;est affaissé et a complètement été détruit. La&nbsp;...|tag:google.com,2013:googlealerts/feed:2641913518495074774|https://ici.radio-canada.ca/nouvelle/2016350/inondations-mauricie-pluie-sylbain-gallant
2023-10-09T14:24:32Z|fr|inondation|all|"Les <b>inondations</b> en Mauricie en images | Radio-Canada.ca"|Les fortes pluies de la fin de semaine de l&#39;Action de grâce ont causé d&#39;importants dommages en Mauricie, mais surtout à Saint-Mathieu-du-Parc.|tag:google.com,2013:googlealerts/feed:3094808570852129149|https://ici.radio-canada.ca/nouvelle/2016251/pluie-inondation-mauricie-meteo
2023-10-09T11:03:17Z|fr|inondation|all|"VIDÉO - <b>Inondation</b> : Coincé sur le toit de son véhicule | Le Reflet"|Le Service incendie de La Prairie est intervenu vers midi trente aujourd&#39;hui pour aider un citoyen s&#39;étant réfugié sur le toit de son véhicule&nbsp;...|tag:google.com,2013:googlealerts/feed:10923805778171931483|https://www.lereflet.qc.ca/video-inondation-coince-sur-le-toit-de-son-vehicule
2023-10-09T02:22:08Z|fr|inondation|all|"[EN IMAGES] <b>Inondations</b> dans Charlevoix : le camping Le Genévrier y goûte encore | JDQ"|Les propriétaires du camping Le Genévrier de Baie-Saint-Paul commencent à s&#39;impatienter alors que l&#39;aide gouvernementale se fait toujours&nbsp;...|tag:google.com,2013:googlealerts/feed:13523376207305216835|https://www.journaldequebec.com/2023/10/08/inondations-dans-charlevoix--le-camping-le-genevrier-y-goute-encore
2023-10-09T08:11:20Z|en|ice jam|all|Chili Crisp Is The Unexpected Pantry Ingredient That&#39;ll Spice Up Fruit <b>Jam</b>|Spread it generously on toast or swirl it into your plain vanilla <b>ice</b> cream. Of course, you can also use the spicy <b>jam</b> as a dip for fruits and veggies&nbsp;...|tag:google.com,2013:googlealerts/feed:16604745604360276442|https://ca.finance.yahoo.com/amphtml/news/chili-crisp-unexpected-pantry-ingredient-184513735.html
2023-10-11T06:17:33Z|en|flood|all|UNESCO mission in Libya to inspect damaged heritage sites - Hürriyet Daily News|... <b>flooding</b> sent water circulating around its foundations. They will carry out &quot;an initial survey of the <b>flood</b> damage and the structures in need of&nbsp;...|tag:google.com,2013:googlealerts/feed:3648112366191468593|https://www.hurriyetdailynews.com/unesco-mission-in-libya-to-inspect-damaged-heritage-sites-186933
2023-10-11T03:16:14Z|en|flood|all|Classes resume at Vermont State University Castleton as police search for killer near campus - KMVT|State <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:13227344728174244187|https://www.kmvt.com/video/2023/10/10/classes-resume-vermont-state-university-castleton-police-search-killer-near-campus/
2023-10-11T03:15:22Z|en|flood|all|<b>Floods</b> becoming more frequent amid record-breaking year of disasters|National Climate Reporter Chase Cain shows us how the National Weather Service aims to better inform communities about the local impacts of <b>flooding</b>.|tag:google.com,2013:googlealerts/feed:7586642192861097287|https://www.nbcdfw.com/news/national-international/changing-climate/floods-becoming-more-frequent-amid-record-breaking-year-of-disasters/3356877/
2023-10-11T03:14:17Z|en|flood|all|Video: Disney Springs debuts new Hispanic Heritage Month mural, features artists&#39; son|"Breaking News|Weather Alert Day: Severe thunderstorms, tornadoes possible Wednesday… Weather Alert|<b>Flood</b> Warning &middot; Weather Alert|Rip Current&nbsp;..."|tag:google.com,2013:googlealerts/feed:11862789260762598065|https://www.wftv.com/news/video-disney-springs-debuts-new-hispanic-heritage-month-mural-features-artists-son/de7a5bb7-20e3-48f0-83c8-a3dfc5b5f43c/
2023-10-11T03:12:03Z|en|flood|all|Man arrested after deputies receive call of someone acting inappropriate at a church|Second annual <b>Flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:15318334344370328148|https://www.wymt.com/2023/10/10/man-arrested-after-deputies-receive-call-someone-acting-inappropriate-church/
2023-10-11T03:01:02Z|en|flood|all|Council votes unanimously to look into a Sault Hope&#39;s Cradle - SooToday.com|... <b>Flood</b>/SooToday. Listen to this article. 00:01:11. Sault Ste. Marie city council voted unanimously to investigate the possibility of establishing a&nbsp;...|tag:google.com,2013:googlealerts/feed:17450183168156016874|https://www.sootoday.com/local-news/councillors-vote-unanimously-to-look-into-a-sault-hopes-cradle-7661287
2023-10-11T02:35:30Z|en|flood|all|176 Tourists Airlifted From <b>Flood</b>-Hit Sikkim - NDTV|A total of 176 tourists were on Tuesday airlifted from North Sikkim, which has been ravaged by a flash <b>flood</b> in the Teesta river, Chief Secretary&nbsp;...|tag:google.com,2013:googlealerts/feed:804835952619722397|https://www.ndtv.com/india-news/176-tourists-airlifted-from-flood-hit-sikkim-4469086
2023-10-11T02:23:11Z|en|flood|all|Senior Officials Of The Iran-Led Axis Of Resistance: U.S. Intervention To Help Israel Fight ... - MEMRI|... 7, 2023, Hamas launched operation Al-Aqsa <b>Flood</b> (also Known as Al-Aqsa Storm), a large-scale surprise attack on Israel.|tag:google.com,2013:googlealerts/feed:7305338258502358176|https://www.memri.org/reports/senior-officials-iran-led-axis-resistance-us-intervention-help-israel-fight-palestinians
2023-10-11T02:14:29Z|en|flood|all|X promises &#39;highest level&#39; response on posts about Israel-Hamas war. Misinformation still flourishes|The social media platform X, formerly known as Twitter, says it is struggling with a <b>flood</b> of posts sharing graphic media, violent speech and&nbsp;...|tag:google.com,2013:googlealerts/feed:6965098892699667431|https://halifax.citynews.ca/2023/10/10/x-promises-highest-level-response-on-posts-about-israel-hamas-war-misinformation-still-flourishes/
2023-10-11T02:13:40Z|en|flood|all|"Protecting mental health as images of vicious violence <b>flood</b> social media | CityNews Kitchener"|It comes as images of vicious violence and barbaric brutality once again <b>flood</b> social media and news programming around the world and here at home.|tag:google.com,2013:googlealerts/feed:4370454924261688253|https://kitchener.citynews.ca/2023/10/10/protecting-mental-health-as-images-of-vicious-violence-flood-social-media/
2023-10-11T01:16:05Z|en|flood|all|Wartime housing solutions proposed in Hamilton&#39;s ongoing crisis - CHCH|... <b>flood</b> of returning soldiers in need of somewhere to live. Nearly 80 years ago the federal government&#39;s Wartime Housing Corporation launched a home&nbsp;...|tag:google.com,2013:googlealerts/feed:17049457485696541880|https://www.chch.com/wartime-housing-solutions-proposed-in-hamiltons-ongoing-crisis/
2023-10-11T00:09:27Z|en|flood|all|The Moomins live in peace. Their creator tried to do the same. - Artdaily|... <b>flood</b>. The half-written draft was forgotten until after the war, when it was published in 1945 as “The Little Trolls and the Great <b>Flood</b>,” the&nbsp;...|tag:google.com,2013:googlealerts/feed:8747973966128018394|https://artdaily.com/news/163047/The-Moomins-live-in-peace--Their-creator-tried-to-do-the-same-
